x	y	u	v	velocity_magnitude	vorticity	temperature
6.283185e+00 1.459730e+00 -2.714753e-17 -9.938385e-01 9.938385e-01 -3.152715e-02 3.058853e-03
0.000000e+00 1.523196e+00 0.000000e+00 -9.988673e-01 9.988673e-01 3.168668e-02 3.365378e-03
6.346652e-02 1.523196e+00 3.017832e-03 -9.968563e-01 9.968609e-01 1.266191e-01 4.029015e-03
1.269330e-01 1.523196e+00 6.023511e-03 -9.908313e-01 9.908496e-01 2.527284e-01 4.805834e-03
1.903996e-01 1.523196e+00 9.004937e-03 -9.808165e-01 9.808578e-01 3.778200e-01 5.711411e-03
2.538661e-01 1.523196e+00 1.195010e-02 -9.668523e-01 9.669262e-01 5.013903e-01 6.762742e-03
3.173326e-01 1.523196e+00 1.484715e-02 -9.489950e-01 9.491111e-01 6.229416e-01 7.978238e-03
3.807991e-01 1.523196e+00 1.768441e-02 -9.273164e-01 9.274850e-01 7.419846e-01 9.377693e-03
4.442656e-01 1.523196e+00 2.045047e-02 -9.019038e-01 9.021357e-01 8.580399e-01 1.098221e-02
5.077321e-01 1.523196e+00 2.313417e-02 -8.728596e-01 8.731661e-01 9.706402e-01 1.281411e-02
5.711987e-01 1.523196e+00 2.572473e-02 -8.403007e-01 8.406944e-01 1.079332e+00 1.489676e-02
6.346652e-01 1.523196e+00 2.821170e-02 -8.043582e-01 8.048527e-01 1.183678e+00 1.725441e-02
6.981317e-01 1.523196e+00 3.058507e-02 -7.651768e-01 7.657878e-01 1.283257e+00 1.991191e-02
7.615982e-01 1.523196e+00 3.283528e-02 -7.229143e-01 7.236596e-01 1.377669e+00 2.289448e-02
8.250647e-01 1.523196e+00 3.495328e-02 -6.777409e-01 6.786416e-01 1.466534e+00 2.622728e-02
8.885313e-01 1.523196e+00 3.693054e-02 -6.298385e-01 6.309202e-01 1.549494e+00 2.993510e-02
9.519978e-01 1.523196e+00 3.875908e-02 -5.793999e-01 5.806949e-01 1.626214e+00 3.404183e-02
1.015464e+00 1.523196e+00 4.043156e-02 -5.266283e-01 5.281781e-01 1.696387e+00 3.857002e-02
1.078931e+00 1.523196e+00 4.194124e-02 -4.717362e-01 4.735969e-01 1.759728e+00 4.354032e-02
1.142397e+00 1.523196e+00 4.328203e-02 -4.149445e-01 4.171957e-01 1.815984e+00 4.897091e-02
1.205864e+00 1.523196e+00 4.444854e-02 -3.564820e-01 3.592424e-01 1.864927e+00 5.487689e-02
1.269330e+00 1.523196e+00 4.543608e-02 -2.965841e-01 3.000442e-01 1.906361e+00 6.126968e-02
1.332797e+00 1.523196e+00 4.624066e-02 -2.354919e-01 2.399888e-01 1.940119e+00 6.815639e-02
1.396263e+00 1.523196e+00 4.685904e-02 -1.734515e-01 1.796697e-01 1.966064e+00 7.553918e-02
1.459730e+00 1.523196e+00 4.728874e-02 -1.107127e-01 1.203890e-01 1.984093e+00 8.341474e-02
1.523196e+00 1.523196e+00 4.752802e-02 -4.752802e-02 6.721477e-02 1.994133e+00 9.177368e-02
1.586663e+00 1.523196e+00 4.757593e-02 1.584799e-02 5.014606e-02 1.996143e+00 1.006001e-01
1.650129e+00 1.523196e+00 4.743226e-02 7.916019e-02 9.228302e-02 1.990115e+00 1.098710e-01
1.713596e+00 1.523196e+00 4.709760e-02 1.421536e-01 1.497526e-01 1.976073e+00 1.195564e-01
1.777063e+00 1.523196e+00 4.657330e-02 2.045747e-01 2.098091e-01 1.954075e+00 1.296186e-01
1.840529e+00 1.523196e+00 4.586146e-02 2.661720e-01 2.700941e-01 1.924209e+00 1.400125e-01
1.903996e+00 1.523196e+00 4.496495e-02 3.266975e-01 3.297774e-01 1.886594e+00 1.506853e-01
1.967462e+00 1.523196e+00 4.388738e-02 3.859075e-01 3.883951e-01 1.841382e+00 1.615770e-01
2.030929e+00 1.523196e+00 4.263310e-02 4.435636e-01 4.456078e-01 1.788756e+00 1.726209e-01
2.094395e+00 1.523196e+00 4.120715e-02 4.994337e-01 5.011307e-01 1.728928e+00 1.837434e-01
2.157862e+00 1.523196e+00 3.961527e-02 5.532927e-01 5.547091e-01 1.662137e+00 1.948656e-01
2.221328e+00 1.523196e+00 3.786387e-02 6.049237e-01 6.061076e-01 1.588654e+00 2.059032e-01
2.284795e+00 1.523196e+00 3.596001e-02 6.541190e-01 6.551067e-01 1.508774e+00 2.167684e-01
2.348261e+00 1.523196e+00 3.391135e-02 7.006804e-01 7.015005e-01 1.422818e+00 2.273703e-01
2.411728e+00 1.523196e+00 3.172615e-02 7.444203e-01 7.450961e-01 1.331134e+00 2.376163e-01
2.475194e+00 1.523196e+00 2.941319e-02 7.851628e-01 7.857135e-01 1.234089e+00 2.474135e-01
2.538661e+00 1.523196e+00 2.698179e-02 8.227436e-01 8.231859e-01 1.132075e+00 2.566702e-01
2.602127e+00 1.523196e+00 2.444175e-02 8.570116e-01 8.573601e-01 1.025502e+00 2.652970e-01
2.665594e+00 1.523196e+00 2.180330e-02 8.878287e-01 8.880964e-01 9.148006e-01 2.732083e-01
2.729060e+00 1.523196e+00 1.907704e-02 9.150708e-01 9.152697e-01 8.004152e-01 2.803241e-01
2.792527e+00 1.523196e+00 1.627397e-02 9.386283e-01 9.387693e-01 6.828069e-01 2.865706e-01
2.855993e+00 1.523196e+00 1.340537e-02 9.584062e-01 9.584999e-01 5.624491e-01 2.918822e-01
2.919460e+00 1.523196e+00 1.048280e-02 9.743250e-01 9.743813e-01 4.398266e-01 2.962023e-01
2.982926e+00 1.523196e+00 7.518009e-03 9.863205e-01 9.863491e-01 3.154330e-01 2.994843e-01
3.046393e+00 1.523196e+00 4.522949e-03 9.943444e-01 9.943547e-01 1.897693e-01 3.016925e-01
3.109859e+00 1.523196e+00 1.509676e-03 9.983645e-01 9.983656e-01 6.334145e-02 3.028026e-01
3.173326e+00 1.523196e+00 -1.509676e-03 9.983645e-01 9.983656e-01 -6.334145e-02 3.028026e-01
3.236792e+00 1.523196e+00 -4.522949e-03 9.943444e-01 9.943547e-01 -1.897693e-01 3.016925e-01
3.300259e+00 1.523196e+00 -7.518009e-03 9.863205e-01 9.863491e-01 -3.154330e-01 2.994843e-01
3.363725e+00 1.523196e+00 -1.048280e-02 9.743250e-01 9.743813e-01 -4.398266e-01 2.962023e-01
3.427192e+00 1.523196e+00 -1.340537e-02 9.584062e-01 9.584999e-01 -5.624491e-01 2.918822e-01
3.490659e+00 1.523196e+00 -1.627397e-02 9.386283e-01 9.387693e-01 -6.828069e-01 2.865706e-01
3.554125e+00 1.523196e+00 -1.907704e-02 9.150708e-01 9.152697e-01 -8.004152e-01 2.803241e-01
3.617592e+00 1.523196e+00 -2.180330e-02 8.878287e-01 8.880964e-01 -9.148006e-01 2.732083e-01
3.681058e+00 1.523196e+00 -2.444175e-02 8.570116e-01 8.573601e-01 -1.025502e+00 2.652970e-01
3.744525e+00 1.523196e+00 -2.698179e-02 8.227436e-01 8.231859e-01 -1.132075e+00 2.566702e-01
3.807991e+00 1.523196e+00 -2.941319e-02 7.851628e-01 7.857135e-01 -1.234089e+00 2.474135e-01
3.871458e+00 1.523196e+00 -3.172615e-02 7.444203e-01 7.450961e-01 -1.331134e+00 2.376163e-01
3.934924e+00 1.523196e+00 -3.391135e-02 7.006804e-01 7.015005e-01 -1.422818e+00 2.273703e-01
3.998391e+00 1.523196e+00 -3.596001e-02 6.541190e-01 6.551067e-01 -1.508774e+00 2.167684e-01
4.061857e+00 1.523196e+00 -3.786387e-02 6.049237e-01 6.061076e-01 -1.588654e+00 2.059032e-01
4.125324e+00 1.523196e+00 -3.961527e-02 5.532927e-01 5.547091e-01 -1.662137e+00 1.948656e-01
4.188790e+00 1.523196e+00 -4.120715e-02 4.994337e-01 5.011307e-01 -1.728928e+00 1.837434e-01
4.252257e+00 1.523196e+00 -4.263310e-02 4.435636e-01 4.456078e-01 -1.788756e+00 1.726209e-01
4.315723e+00 1.523196e+00 -4.388738e-02 3.859075e-01 3.883951e-01 -1.841382e+00 1.615770e-01
4.379190e+00 1.523196e+00 -4.496495e-02 3.266975e-01 3.297774e-01 -1.886594e+00 1.506853e-01
4.442656e+00 1.523196e+00 -4.586146e-02 2.661720e-01 2.700941e-01 -1.924209e+00 1.400125e-01
4.506123e+00 1.523196e+00 -4.657330e-02 2.045747e-01 2.098091e-01 -1.954075e+00 1.296186e-01
4.569589e+00 1.523196e+00 -4.709760e-02 1.421536e-01 1.497526e-01 -1.976073e+00 1.195564e-01
4.633056e+00 1.523196e+00 -4.743226e-02 7.916019e-02 9.228302e-02 -1.990115e+00 1.098710e-01
4.696522e+00 1.523196e+00 -4.757593e-02 1.584799e-02 5.014606e-02 -1.996143e+00 1.006001e-01
4.759989e+00 1.523196e+00 -4.752802e-02 -4.752802e-02 6.721477e-02 -1.994133e+00 9.177368e-02
4.823455e+00 1.523196e+00 -4.728874e-02 -1.107127e-01 1.203890e-01 -1.984093e+00 8.341474e-02
4.886922e+00 1.523196e+00 -4.685904e-02 -1.734515e-01 1.796697e-01 -1.966064e+00 7.553918e-02
4.950388e+00 1.523196e+00 -4.624066e-02 -2.354919e-01 2.399888e-01 -1.940119e+00 6.815639e-02
5.013855e+00 1.523196e+00 -4.543608e-02 -2.965841e-01 3.000442e-01 -1.906361e+00 6.126968e-02
5.077321e+00 1.523196e+00 -4.444854e-02 -3.564820e-01 3.592424e-01 -1.864927e+00 5.487689e-02
5.140788e+00 1.523196e+00 -4.328203e-02 -4.149445e-01 4.171957e-01 -1.815984e+00 4.897091e-02
5.204254e+00 1.523196e+00 -4.194124e-02 -4.717362e-01 4.735969e-01 -1.759728e+00 4.354032e-02
5.267721e+00 1.523196e+00 -4.043156e-02 -5.266283e-01 5.281781e-01 -1.696387e+00 3.857002e-02
5.331188e+00 1.523196e+00 -3.875908e-02 -5.793999e-01 5.806949e-01 -1.626214e+00 3.404183e-02
5.394654e+00 1.523196e+00 -3.693054e-02 -6.298385e-01 6.309202e-01 -1.549494e+00 2.993510e-02
5.458121e+00 1.523196e+00 -3.495328e-02 -6.777409e-01 6.786416e-01 -1.466534e+00 2.622728e-02
5.521587e+00 1.523196e+00 -3.283528e-02 -7.229143e-01 7.236596e-01 -1.377669e+00 2.289448e-02
5.585054e+00 1.523196e+00 -3.058507e-02 -7.651768e-01 7.657878e-01 -1.283257e+00 1.991191e-02
5.648520e+00 1.523196e+00 -2.821170e-02 -8.043582e-01 8.048527e-01 -1.183678e+00 1.725441e-02
5.711987e+00 1.523196e+00 -2.572473e-02 -8.403007e-01 8.406944e-01 -1.079332e+00 1.489676e-02
5.775453e+00 1.523196e+00 -2.313417e-02 -8.728596e-01 8.731661e-01 -9.706402e-01 1.281411e-02
5.838920e+00 1.523196e+00 -2.045047e-02 -9.019038e-01 9.021357e-01 -8.580399e-01 1.098221e-02
5.902386e+00 1.523196e+00 -1.768441e-02 -9.273164e-01 9.274850e-01 -7.419846e-01 9.377693e-03
5.965853e+00 1.523196e+00 -1.484715e-02 -9.489950e-01 9.491111e-01 -6.229416e-01 7.978238e-03
6.029319e+00 1.523196e+00 -1.195010e-02 -9.668523e-01 9.669262e-01 -5.013903e-01 6.762742e-03
6.092786e+00 1.523196e+00 -9.004937e-03 -9.808165e-01 9.808578e-01 -3.778200e-01 5.711411e-03
6.156252e+00 1.523196e+00 -6.023511e-03 -9.908313e-01 9.908496e-01 -2.527284e-01 4.805834e-03
6.219719e+00 1.523196e+00 -3.017832e-03 -9.968563e-01 9.968609e-01 -1.266191e-01 4.029015e-03
6.283185e+00 1.523196e+00 -1.165421e-17 -9.988673e-01 9.988673e-01 -3.168668e-02 3.365378e-03
0.000000e+00 1.586663e+00 -0.000000e+00 -9.998741e-01 9.998741e-01 3.171862e-02 3.689046e-03
6.346652e-02 1.586663e+00 -1.006282e-03 -9.978611e-01 9.978616e-01 1.267467e-01 4.416508e-03
1.269330e-01 1.586663e+00 -2.008511e-03 -9.918300e-01 9.918320e-01 2.529831e-01 5.268038e-03
1.903996e-01 1.586663e+00 -3.002653e-03 -9.818051e-01 9.818097e-01 3.782008e-01 6.260709e-03
2.538661e-01 1.586663e+00 -3.984705e-03 -9.678269e-01 9.678351e-01 5.018957e-01 7.413152e-03
3.173326e-01 1.586663e+00 -4.950711e-03 -9.499515e-01 9.499644e-01 6.235695e-01 8.745550e-03
3.807991e-01 1.586663e+00 -5.896783e-03 -9.282511e-01 9.282698e-01 7.427325e-01 1.027960e-02
4.442656e-01 1.586663e+00 -6.819111e-03 -9.028129e-01 9.028386e-01 8.589047e-01 1.203843e-02
5.077321e-01 1.586663e+00 -7.713980e-03 -8.737394e-01 8.737734e-01 9.716185e-01 1.404651e-02
5.711987e-01 1.586663e+00 -8.577788e-03 -8.411476e-01 8.411914e-01 1.080420e+00 1.632946e-02
6.346652e-01 1.586663e+00 -9.407056e-03 -8.051689e-01 8.052238e-01 1.184871e+00 1.891386e-02
6.981317e-01 1.586663e+00 -1.019844e-02 -7.659480e-01 7.660159e-01 1.284551e+00 2.182695e-02
7.615982e-01 1.586663e+00 -1.094877e-02 -7.236429e-01 7.237258e-01 1.379058e+00 2.509637e-02
8.250647e-01 1.586663e+00 -1.165501e-02 -6.784240e-01 6.785241e-01 1.468012e+00 2.874971e-02
8.885313e-01 1.586663e+00 -1.231431e-02 -6.304733e-01 6.305935e-01 1.551056e+00 3.281412e-02
9.519978e-01 1.586663e+00 -1.292403e-02 -5.799839e-01 5.801279e-01 1.627853e+00 3.731582e-02
1.015464e+00 1.586663e+00 -1.348171e-02 -5.271591e-01 5.273315e-01 1.698096e+00 4.227951e-02
1.078931e+00 1.586663e+00 -1.398511e-02 -4.722116e-01 4.724187e-01 1.761502e+00 4.772783e-02
1.142397e+00 1.586663e+00 -1.443219e-02 -4.153627e-01 4.156134e-01 1.817814e+00 5.368071e-02
1.205864e+00 1.586663e+00 -1.482116e-02 -3.568413e-01 3.571490e-01 1.866807e+00 6.015470e-02
1.269330e+00 1.586663e+00 -1.515044e-02 -2.968830e-01 2.972693e-01 1.908282e+00 6.716233e-02
1.332797e+00 1.586663e+00 -1.541873e-02 -2.357293e-01 2.362330e-01 1.942074e+00 7.471137e-02
1.396263e+00 1.586663e+00 -1.562492e-02 -1.736263e-01 1.743280e-01 1.968046e+00 8.280421e-02
1.459730e+00 1.586663e+00 -1.576821e-02 -1.108242e-01 1.119404e-01 1.986093e+00 9.143720e-02
1.523196e+00 1.586663e+00 -1.584799e-02 -4.757593e-02 5.014606e-02 1.996143e+00 1.006001e-01
1.586663e+00 1.586663e+00 -1.586397e-02 1.586397e-02 2.243504e-02 1.998154e+00 1.102753e-01
1.650129e+00 1.586663e+00 -1.581606e-02 7.923998e-02 8.080299e-02 1.992121e+00 1.204379e-01
1.713596e+00 1.586663e+00 -1.570447e-02 1.422969e-01 1.431609e-01 1.978065e+00 1.310548e-01
1.777063e+00 1.586663e+00 -1.552964e-02 2.047809e-01 2.053689e-01 1.956045e+00 1.420848e-01
1.840529e+00 1.586663e+00 -1.529228e-02 2.664403e-01 2.668788e-01 1.926148e+00 1.534782e-01
1.903996e+00 1.586663e+00 -1.499335e-02 3.270268e-01 3.273703e-01 1.888495e+00 1.651775e-01
1.967462e+00 1.586663e+00 -1.463404e-02 3.862965e-01 3.865736e-01 1.843238e+00 1.771168e-01
2.030929e+00 1.586663e+00 -1.421580e-02 4.440107e-01 4.442382e-01 1.790559e+00 1.892228e-01
2.094395e+00 1.586663e+00 -1.374033e-02 4.999371e-01 5.001258e-01 1.730670e+00 2.014151e-01
2.157862e+00 1.586663e+00 -1.320952e-02 5.538503e-01 5.540078e-01 1.663813e+00 2.136069e-01
2.221328e+00 1.586663e+00 -1.262553e-02 6.055335e-01 6.056651e-01 1.590255e+00 2.257061e-01
2.284795e+00 1.586663e+00 -1.199070e-02 6.547783e-01 6.548881e-01 1.510295e+00 2.376163e-01
2.348261e+00 1.586663e+00 -1.130758e-02 7.013866e-01 7.014777e-01 1.424252e+00 2.492377e-01
2.411728e+00 1.586663e+00 -1.057893e-02 7.451706e-01 7.452457e-01 1.332475e+00 2.604691e-01
2.475194e+00 1.586663e+00 -9.807688e-03 7.859542e-01 7.860153e-01 1.235333e+00 2.712086e-01
2.538661e+00 1.586663e+00 -8.996951e-03 8.235729e-01 8.236220e-01 1.133216e+00 2.813556e-01
2.602127e+00 1.586663e+00 -8.149987e-03 8.578754e-01 8.579141e-01 1.026536e+00 2.908121e-01
2.665594e+00 1.586663e+00 -7.270205e-03 8.887236e-01 8.887533e-01 9.157226e-01 2.994843e-01
2.729060e+00 1.586663e+00 -6.361149e-03 9.159931e-01 9.160152e-01 8.012220e-01 3.072844e-01
2.792527e+00 1.586663e+00 -5.426479e-03 9.395743e-01 9.395900e-01 6.834951e-01 3.141317e-01
2.855993e+00 1.586663e+00 -4.469959e-03 9.593722e-01 9.593826e-01 5.630160e-01 3.199541e-01
2.919460e+00 1.586663e+00 -3.495439e-03 9.753070e-01 9.753133e-01 4.402699e-01 3.246897e-01
2.982926e+00 1.586663e+00 -2.506844e-03 9.873146e-01 9.873178e-01 3.157509e-01 3.282874e-01
3.046393e+00 1.586663e+00 -1.508156e-03 9.953466e-01 9.953478e-01 1.899606e-01 3.307079e-01
3.109859e+00 1.586663e+00 -5.033942e-04 9.993707e-01 9.993709e-01 6.340529e-02 3.319249e-01
3.173326e+00 1.586663e+00 5.033942e-04 9.993707e-01 9.993709e-01 -6.340529e-02 3.319249e-01
3.236792e+00 1.586663e+00 1.508156e-03 9.953466e-01 9.953478e-01 -1.899606e-01 3.307079e-01
3.300259e+00 1.586663e+00 2.506844e-03 9.873146e-01 9.873178e-01 -3.157509e-01 3.282874e-01
3.363725e+00 1.586663e+00 3.495439e-03 9.753070e-01 9.753133e-01 -4.402699e-01 3.246897e-01
3.427192e+00 1.586663e+00 4.469959e-03 9.593722e-01 9.593826e-01 -5.630160e-01 3.199541e-01
3.490659e+00 1.586663e+00 5.426479e-03 9.395743e-01 9.395900e-01 -6.834951e-01 3.141317e-01
3.554125e+00 1.586663e+00 6.361149e-03 9.159931e-01 9.160152e-01 -8.012220e-01 3.072844e-01
3.617592e+00 1.586663e+00 7.270205e-03 8.887236e-01 8.887533e-01 -9.157226e-01 2.994843e-01
3.681058e+00 1.586663e+00 8.149987e-03 8.578754e-01 8.579141e-01 -1.026536e+00 2.908121e-01
3.744525e+00 1.586663e+00 8.996951e-03 8.235729e-01 8.236220e-01 -1.133216e+00 2.813556e-01
3.807991e+00 1.586663e+00 9.807688e-03 7.859542e-01 7.860153e-01 -1.235333e+00 2.712086e-01
3.871458e+00 1.586663e+00 1.057893e-02 7.451706e-01 7.452457e-01 -1.332475e+00 2.604691e-01
3.934924e+00 1.586663e+00 1.130758e-02 7.013866e-01 7.014777e-01 -1.424252e+00 2.492377e-01
3.998391e+00 1.586663e+00 1.199070e-02 6.547783e-01 6.548881e-01 -1.510295e+00 2.376163e-01
4.061857e+00 1.586663e+00 1.262553e-02 6.055335e-01 6.056651e-01 -1.590255e+00 2.257061e-01
4.125324e+00 1.586663e+00 1.320952e-02 5.538503e-01 5.540078e-01 -1.663813e+00 2.136069e-01
4.188790e+00 1.586663e+00 1.374033e-02 4.999371e-01 5.001258e-01 -1.730670e+00 2.014151e-01
4.252257e+00 1.586663e+00 1.421580e-02 4.440107e-01 4.442382e-01 -1.790559e+00 1.892228e-01
4.315723e+00 1.586663e+00 1.463404e-02 3.862965e-01 3.865736e-01 -1.843238e+00 1.771168e-01
4.379190e+00 1.586663e+00 1.499335e-02 3.270268e-01 3.273703e-01 -1.888495e+00 1.651775e-01
4.442656e+00 1.586663e+00 1.529228e-02 2.664403e-01 2.668788e-01 -1.926148e+00 1.534782e-01
4.506123e+00 1.586663e+00 1.552964e-02 2.047809e-01 2.053689e-01 -1.956045e+00 1.420848e-01
4.569589e+00 1.586663e+00 1.570447e-02 1.422969e-01 1.431609e-01 -1.978065e+00 1.310548e-01
4.633056e+00 1.586663e+00 1.581606e-02 7.923998e-02 8.080299e-02 -1.992121e+00 1.204379e-01
4.696522e+00 1.586663e+00 1.586397e-02 1.586397e-02 2.243504e-02 -1.998154e+00 1.102753e-01
4.759989e+00 1.586663e+00 1.584799e-02 -4.757593e-02 5.014606e-02 -1.996143e+00 1.006001e-01
4.823455e+00 1.586663e+00 1.576821e-02 -1.108242e-01 1.119404e-01 -1.986093e+00 9.143720e-02
4.886922e+00 1.586663e+00 1.562492e-02 -1.736263e-01 1.743280e-01 -1.968046e+00 8.280421e-02
4.950388e+00 1.586663e+00 1.541873e-02 -2.357293e-01 2.362330e-01 -1.942074e+00 7.471137e-02
5.013855e+00 1.586663e+00 1.515044e-02 -2.968830e-01 2.972693e-01 -1.908282e+00 6.716233e-02
5.077321e+00 1.586663e+00 1.482116e-02 -3.568413e-01 3.571490e-01 -1.866807e+00 6.015470e-02
5.140788e+00 1.586663e+00 1.443219e-02 -4.153627e-01 4.156134e-01 -1.817814e+00 5.368071e-02
5.204254e+00 1.586663e+00 1.398511e-02 -4.722116e-01 4.724187e-01 -1.761502e+00 4.772783e-02
5.267721e+00 1.586663e+00 1.348171e-02 -5.271591e-01 5.273315e-01 -1.698096e+00 4.227951e-02
5.331188e+00 1.586663e+00 1.292403e-02 -5.799839e-01 5.801279e-01 -1.627853e+00 3.731582e-02
5.394654e+00 1.586663e+00 1.231431e-02 -6.304733e-01 6.305935e-01 -1.551056e+00 3.281412e-02
5.458121e+00 1.586663e+00 1.165501e-02 -6.784240e-01 6.785241e-01 -1.468012e+00 2.874971e-02
5.521587e+00 1.586663e+00 1.094877e-02 -7.236429e-01 7.237258e-01 -1.379058e+00 2.509637e-02
5.585054e+00 1.586663e+00 1.019844e-02 -7.659480e-01 7.660159e-01 -1.284551e+00 2.182695e-02
5.648520e+00 1.586663e+00 9.407056e-03 -8.051689e-01 8.052238e-01 -1.184871e+00 1.891386e-02
5.711987e+00 1.586663e+00 8.577788e-03 -8.411476e-01 8.411914e-01 -1.080420e+00 1.632946e-02
5.775453e+00 1.586663e+00 7.713980e-03 -8.737394e-01 8.737734e-01 -9.716185e-01 1.404651e-02
5.838920e+00 1.586663e+00 6.819111e-03 -9.028129e-01 9.028386e-01 -8.589047e-01 1.203843e-02
5.902386e+00 1.586663e+00 5.896783e-03 -9.282511e-01 9.282698e-01 -7.427325e-01 1.027960e-02
5.965853e+00 1.586663e+00 4.950711e-03 -9.499515e-01 9.499644e-01 -6.235695e-01 8.745550e-03
6.029319e+00 1.586663e+00 3.984705e-03 -9.678269e-01 9.678351e-01 -5.018957e-01 7.413152e-03
6.092786e+00 1.586663e+00 3.002653e-03 -9.818051e-01 9.818097e-01 -3.782008e-01 6.260709e-03
6.156252e+00 1.586663e+00 2.008511e-03 -9.918300e-01 9.918320e-01 -2.529831e-01 5.268038e-03
6.219719e+00 1.586663e+00 1.006282e-03 -9.978611e-01 9.978616e-01 -1.267467e-01 4.416508e-03
6.283185e+00 1.586663e+00 3.886040e-18 -9.998741e-01 9.998741e-01 -3.171862e-02 3.689046e-03
0.000000e+00 1.650129e+00 -0.000000e+00 -9.968548e-01 9.968548e-01 3.162283e-02 4.029015e-03
6.346652e-02 1.650129e+00 -5.026343e-03 -9.948478e-01 9.948605e-01 1.263640e-01 4.823519e-03
1.269330e-01 1.650129e+00 -1.003245e-02 -9.888349e-01 9.888858e-01 2.522192e-01 5.753522e-03
1.903996e-01 1.650129e+00 -1.499815e-02 -9.788403e-01 9.789552e-01 3.770588e-01 6.837674e-03
2.538661e-01 1.650129e+00 -1.990347e-02 -9.649043e-01 9.651095e-01 5.003801e-01 8.096323e-03
3.173326e-01 1.650129e+00 -2.472864e-02 -9.470829e-01 9.474057e-01 6.216865e-01 9.551510e-03
3.807991e-01 1.650129e+00 -2.945423e-02 -9.254480e-01 9.259166e-01 7.404896e-01 1.122693e-02
4.442656e-01 1.650129e+00 -3.406123e-02 -9.000866e-01 9.007309e-01 8.563111e-01 1.314785e-02
5.077321e-01 1.650129e+00 -3.853107e-02 -8.711009e-01 8.719527e-01 9.686845e-01 1.534099e-02
5.711987e-01 1.650129e+00 -4.284576e-02 -8.386076e-01 8.397014e-01 1.077157e+00 1.783433e-02
6.346652e-01 1.650129e+00 -4.698793e-02 -8.027375e-01 8.041115e-01 1.181293e+00 2.065689e-02
6.981317e-01 1.650129e+00 -5.094089e-02 -7.636351e-01 7.653323e-01 1.280672e+00 2.383845e-02
7.615982e-01 1.650129e+00 -5.468873e-02 -7.214577e-01 7.235276e-01 1.374894e+00 2.740916e-02
8.250647e-01 1.650129e+00 -5.821636e-02 -6.763753e-01 6.788761e-01 1.463579e+00 3.139918e-02
8.885313e-01 1.650129e+00 -6.150957e-02 -6.285694e-01 6.315718e-01 1.546372e+00 3.583816e-02
9.519978e-01 1.650129e+00 -6.455511e-02 -5.782325e-01 5.818249e-01 1.622938e+00 4.075472e-02
1.015464e+00 1.650129e+00 -6.734070e-02 -5.255672e-01 5.298638e-01 1.692969e+00 4.617585e-02
1.078931e+00 1.650129e+00 -6.985514e-02 -4.707857e-01 4.759400e-01 1.756182e+00 5.212627e-02
1.142397e+00 1.650129e+00 -7.208830e-02 -4.141084e-01 4.203362e-01 1.812325e+00 5.862774e-02
1.205864e+00 1.650129e+00 -7.403118e-02 -3.557637e-01 3.633847e-01 1.861169e+00 6.569836e-02
1.269330e+00 1.650129e+00 -7.567596e-02 -2.959865e-01 3.055075e-01 1.902520e+00 7.335178e-02
1.332797e+00 1.650129e+00 -7.701602e-02 -2.350174e-01 2.473149e-01 1.936210e+00 8.159651e-02
1.396263e+00 1.650129e+00 -7.804597e-02 -1.731020e-01 1.898828e-01 1.962103e+00 9.043516e-02
1.459730e+00 1.650129e+00 -7.876166e-02 -1.104896e-01 1.356884e-01 1.980095e+00 9.986374e-02
1.523196e+00 1.650129e+00 -7.916019e-02 -4.743226e-02 9.228302e-02 1.990115e+00 1.098710e-01
1.586663e+00 1.650129e+00 -7.923998e-02 1.581606e-02 8.080299e-02 1.992121e+00 1.204379e-01
1.650129e+00 1.650129e+00 -7.900070e-02 7.900070e-02 1.117239e-01 1.986105e+00 1.315371e-01
1.713596e+00 1.650129e+00 -7.844331e-02 1.418672e-01 1.621100e-01 1.972092e+00 1.431324e-01
1.777063e+00 1.650129e+00 -7.757005e-02 2.041625e-01 2.184020e-01 1.950138e+00 1.551788e-01
1.840529e+00 1.650129e+00 -7.638445e-02 2.656357e-01 2.763999e-01 1.920332e+00 1.676223e-01
1.903996e+00 1.650129e+00 -7.489127e-02 3.260393e-01 3.345300e-01 1.882793e+00 1.803997e-01
1.967462e+00 1.650129e+00 -7.309654e-02 3.851300e-01 3.920054e-01 1.837672e+00 1.934393e-01
2.030929e+00 1.650129e+00 -7.100747e-02 4.426699e-01 4.483288e-01 1.785152e+00 2.066609e-01
2.094395e+00 1.650129e+00 -6.863248e-02 4.984274e-01 5.031305e-01 1.725444e+00 2.199768e-01
2.157862e+00 1.650129e+00 -6.598113e-02 5.521779e-01 5.561060e-01 1.658788e+00 2.332922e-01
2.221328e+00 1.650129e+00 -6.306409e-02 6.037049e-01 6.069899e-01 1.585453e+00 2.465064e-01
2.284795e+00 1.650129e+00 -5.989312e-02 6.528011e-01 6.555428e-01 1.505734e+00 2.595142e-01
2.348261e+00 1.650129e+00 -5.648098e-02 6.992686e-01 7.015459e-01 1.419951e+00 2.722067e-01
2.411728e+00 1.650129e+00 -5.284141e-02 7.429204e-01 7.447973e-01 1.328451e+00 2.844731e-01
2.475194e+00 1.650129e+00 -4.898907e-02 7.835808e-01 7.851107e-01 1.231602e+00 2.962023e-01
2.538661e+00 1.650129e+00 -4.493947e-02 8.210859e-01 8.223148e-01 1.129794e+00 3.072844e-01
